Platform,Subscription_Tier,AI_Feature_Used,User_Mood_Pre_Watch,Device_Type,Content_Type,Region,Data_Privacy_Setting,Engagement_Score,Daily_Viewing_Time_Min,Churn_Risk_Probability,Monthly_Subscription_Cost_USD,AI_Feature_Satisfaction,Content_Items_Watched,Weekly_Sessions
Disney+ AI,Standard,Real-time Voice Dubbing,Anxious,Smart Glasses,Gaming,Asia Pacific,Medium,100,72,0.095,12.63,6.85,12,5
YouTube,Premium AI-Plus,Personalized Story Ending,Energetic,Foldable Phone,Education,Asia Pacific,Medium,69,85,0.0832,34.99,6.5,1,4
YouTube,Standard,Personalized Story Ending,Stressed,Foldable Phone,Education,Europe,Medium,83,128,0.5769,10.39,7.08,5,7
TikTok,Premium AI-Plus,AI-Generated Summary,Happy,AI-Integrated TV,Movies,Latin America,High,100,162,0.1397,2.98,6.95,4,2
Disney+ AI,Premium AI-Plus,Real-time Voice Dubbing,Happy,Foldable Phone,Gaming,North America,High,61,118,0.1035,33.94,7.27,8,3
Netflix,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,North America,High,69,182,0.1547,5.34,6.36,1,3
TikTok,Standard,Mood-Based Playlist,Happy,Foldable Phone,Shorts,North America,High,75,130,0.0853,2.94,4.23,35,5
TikTok,Ad-Supported,Mood-Based Playlist,Energetic,AI-Integrated TV,Education,Middle East & Africa,High,77,111,0.2501,15.44,4.32,2,6
YouTube,Premium AI-Plus,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,North America,Medium,81,212,0.3421,11.89,7.71,1,6
Netflix,Premium AI-Plus,Personalized Story Ending,Energetic,Foldable Phone,Shorts,Asia Pacific,Medium,70,209,0.283,8.04,8.32,1,6
YouTube,Premium AI-Plus,Personalized Story Ending,Happy,Apple Vision Pro,Gaming,North America,High,67,95,0.2158,6.88,8.06,1,3
Prime Video,Premium AI-Plus,AI-Generated Summary,Energetic,Apple Vision Pro,Movies,Europe,Low,64,125,0.3305,17.63,9.85,2,3
Prime Video,Ad-Supported,Virtual Background Sync,Anxious,AI-Integrated TV,Gaming,North America,Medium,93,101,0.1267,11.97,7.33,2,3
YouTube,Ad-Supported,AI-Generated Summary,Stressed,Foldable Phone,Gaming,North America,Medium,38,127,0.229,6.63,10.0,1,3
YouTube,Premium AI-Plus,Virtual Background Sync,Anxious,Apple Vision Pro,Shorts,Latin America,Medium,84,37,0.4332,22.24,5.86,1,5
TikTok,Premium AI-Plus,AI-Generated Summary,Energetic,Smart Glasses,Movies,Asia Pacific,Medium,100,123,0.0984,5.3,8.19,1,9
Netflix,Premium AI-Plus,Virtual Background Sync,Stressed,Apple Vision Pro,Shorts,Europe,Medium,79,167,0.0912,33.46,5.75,26,5
TikTok,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Movies,Europe,High,50,89,0.1394,12.9,6.84,7,3
Apple TV+,Standard,Real-time Voice Dubbing,Happy,AI-Integrated TV,Gaming,Europe,Medium,96,96,0.3812,34.99,10.0,1,5
Prime Video,Premium AI-Plus,Virtual Background Sync,Happy,AI-Integrated TV,Movies,North America,Medium,75,181,0.4619,5.82,6.7,14,3
TikTok,Ad-Supported,Real-time Voice Dubbing,Happy,Foldable Phone,Movies,Europe,High,97,148,0.2547,5.19,9.77,5,1
Prime Video,Standard,Mood-Based Playlist,Bored,Foldable Phone,Movies,Europe,High,91,110,0.1808,7.58,6.7,1,7
Disney+ AI,Premium AI-Plus,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Education,Europe,Low,96,15,0.2626,14.16,7.57,13,4
YouTube,Ad-Supported,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Movies,Asia Pacific,Medium,77,111,0.0703,15.42,7.58,1,3
Apple TV+,Standard,Real-time Voice Dubbing,Happy,Apple Vision Pro,Gaming,Europe,Medium,65,105,0.4806,29.66,9.28,23,7
Netflix,Ad-Supported,Virtual Background Sync,Stressed,AI-Integrated TV,Movies,North America,High,56,156,0.2236,1.27,8.45,39,2
TikTok,Premium AI-Plus,AI-Generated Summary,Stressed,Smart Glasses,Shorts,North America,High,88,138,0.4332,16.3,4.75,7,9
TikTok,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Gaming,Europe,Medium,80,95,0.0025,6.17,10.0,3,4
Netflix,Premium AI-Plus,Virtual Background Sync,Energetic,Foldable Phone,Gaming,Asia Pacific,Medium,91,121,0.3169,13.77,8.21,1,2
TikTok,Standard,Virtual Background Sync,Energetic,AI-Integrated TV,Education,Middle East & Africa,Medium,72,112,0.33,12.95,6.77,2,8
YouTube,Premium AI-Plus,Virtual Background Sync,Happy,Smart Glasses,Shorts,Europe,High,91,204,0.1566,1.08,7.37,2,3
TikTok,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Shorts,Middle East & Africa,Low,60,43,0.2548,34.99,9.88,41,8
Netflix,Standard,Personalized Story Ending,Happy,Foldable Phone,Education,Latin America,Low,91,113,0.3456,12.89,6.7,1,5
Prime Video,Premium AI-Plus,Personalized Story Ending,Energetic,Apple Vision Pro,Gaming,Europe,Low,53,81,0.1187,30.8,9.45,1,5
Netflix,Premium AI-Plus,AI-Generated Summary,Anxious,Apple Vision Pro,Gaming,Europe,High,42,128,0.2614,34.99,9.4,51,3
YouTube,Premium AI-Plus,Personalized Story Ending,Stressed,AI-Integrated TV,Shorts,Asia Pacific,High,65,128,0.2446,17.18,5.87,1,3
Netflix,Standard,AI-Generated Summary,Stressed,Smart Glasses,Shorts,Middle East & Africa,Low,100,68,0.2951,16.54,8.25,20,2
Netflix,Ad-Supported,Real-time Voice Dubbing,Bored,AI-Integrated TV,Shorts,Europe,Medium,76,108,0.7376,21.67,6.75,19,2
YouTube,Ad-Supported,Personalized Story Ending,Happy,Apple Vision Pro,Education,North America,High,70,128,0.2438,31.94,6.98,14,1
Prime Video,Ad-Supported,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Gaming,North America,Medium,51,77,0.3146,27.43,4.53,28,3
Netflix,Standard,Mood-Based Playlist,Bored,Smart Glasses,Gaming,Europe,High,77,101,0.0158,9.34,9.87,1,3
TikTok,Standard,Virtual Background Sync,Energetic,AI-Integrated TV,Shorts,Europe,Medium,66,102,0.3059,34.99,6.62,1,7
Apple TV+,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Shorts,North America,Low,79,101,0.3165,27.82,7.22,1,1
Prime Video,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Movies,North America,Low,77,150,0.1987,3.43,7.83,38,7
YouTube,Premium AI-Plus,Virtual Background Sync,Anxious,Foldable Phone,Gaming,Asia Pacific,Low,93,129,0.328,34.39,10.0,3,3
TikTok,Ad-Supported,Virtual Background Sync,Anxious,Apple Vision Pro,Shorts,North America,Low,96,192,0.325,34.99,9.98,1,2
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Bored,Smart Glasses,Education,Middle East & Africa,Medium,70,228,0.1649,4.44,9.35,1,3
YouTube,Premium AI-Plus,AI-Generated Summary,Bored,AI-Integrated TV,Movies,Middle East & Africa,Medium,87,112,0.0653,34.99,8.98,5,6
YouTube,Premium AI-Plus,Mood-Based Playlist,Energetic,Foldable Phone,Movies,North America,Medium,98,86,0.3429,0.1,7.59,16,4
Netflix,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Asia Pacific,High,84,110,0.2649,4.92,7.63,4,3
Netflix,Standard,Virtual Background Sync,Bored,Foldable Phone,Movies,North America,Medium,83,242,0.3452,34.99,7.37,2,9
TikTok,Premium AI-Plus,Mood-Based Playlist,Happy,Smart Glasses,Education,Europe,High,70,127,0.3695,9.9,4.08,1,7
Netflix,Premium AI-Plus,Virtual Background Sync,Bored,AI-Integrated TV,Shorts,Latin America,Medium,88,138,0.0786,12.68,7.59,2,6
TikTok,Standard,Mood-Based Playlist,Bored,Foldable Phone,Education,Europe,Low,52,80,0.1001,19.21,8.0,3,3
YouTube,Standard,Personalized Story Ending,Energetic,Foldable Phone,Education,Asia Pacific,Medium,75,31,0.1952,7.65,8.38,3,9
Netflix,Standard,Mood-Based Playlist,Happy,Smart Glasses,Education,Europe,Low,81,86,0.6514,15.38,8.97,1,2
Netflix,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Movies,North America,High,45,88,0.0025,31.53,8.27,1,5
YouTube,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,North America,High,55,10,0.0427,16.34,6.12,6,2
Prime Video,Ad-Supported,Mood-Based Playlist,Happy,Apple Vision Pro,Shorts,Europe,Low,77,145,0.5123,5.43,7.6,5,8
Apple TV+,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Education,Asia Pacific,Low,91,117,0.0634,15.36,6.23,1,2
Apple TV+,Premium AI-Plus,Personalized Story Ending,Energetic,AI-Integrated TV,Movies,Latin America,Low,80,165,0.4661,26.14,10.0,7,6
TikTok,Premium AI-Plus,Personalized Story Ending,Stressed,AI-Integrated TV,Movies,Middle East & Africa,Low,58,141,0.2174,3.07,4.53,1,3
Apple TV+,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Movies,Latin America,Low,66,86,0.4429,33.84,7.26,1,4
TikTok,Ad-Supported,AI-Generated Summary,Bored,Smart Glasses,Shorts,Asia Pacific,Low,72,123,0.1218,34.99,10.0,1,8
TikTok,Standard,Real-time Voice Dubbing,Energetic,Smart Glasses,Movies,North America,Medium,82,145,0.1583,26.37,9.88,16,7
Netflix,Premium AI-Plus,AI-Generated Summary,Happy,AI-Integrated TV,Movies,Latin America,High,87,114,0.3148,15.52,7.01,29,2
Netflix,Premium AI-Plus,Personalized Story Ending,Stressed,Foldable Phone,Movies,Asia Pacific,Medium,97,63,0.272,12.9,8.25,3,5
YouTube,Ad-Supported,AI-Generated Summary,Anxious,Apple Vision Pro,Movies,Europe,Medium,87,137,0.2314,1.42,9.56,1,9
Netflix,Standard,Mood-Based Playlist,Energetic,Smart Glasses,Shorts,Middle East & Africa,Medium,84,104,0.3496,34.99,8.92,2,3
TikTok,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Education,North America,Low,99,149,0.2489,33.89,5.63,1,3
TikTok,Premium AI-Plus,Personalized Story Ending,Happy,AI-Integrated TV,Gaming,Middle East & Africa,Low,99,75,0.2541,32.04,9.81,2,5
Disney+ AI,Premium AI-Plus,Personalized Story Ending,Anxious,Foldable Phone,Shorts,Asia Pacific,Low,65,66,0.3172,7.56,8.41,2,4
Disney+ AI,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,North America,Low,74,254,0.0145,0.55,10.0,1,3
YouTube,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Shorts,North America,Medium,59,121,0.087,34.99,8.72,1,7
YouTube,Ad-Supported,Mood-Based Playlist,Anxious,AI-Integrated TV,Movies,Asia Pacific,High,81,113,0.1962,33.88,7.44,2,6
Disney+ AI,Ad-Supported,Virtual Background Sync,Happy,AI-Integrated TV,Shorts,Asia Pacific,High,76,185,0.2043,16.02,5.66,5,3
YouTube,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Movies,North America,High,49,48,0.4652,12.52,8.38,1,3
Apple TV+,Ad-Supported,Mood-Based Playlist,Energetic,Foldable Phone,Movies,Europe,Low,72,96,0.1853,0.0,9.56,3,4
TikTok,Premium AI-Plus,Mood-Based Playlist,Bored,Foldable Phone,Gaming,Middle East & Africa,Medium,17,97,0.0966,14.5,9.63,1,6
YouTube,Premium AI-Plus,AI-Generated Summary,Bored,Foldable Phone,Movies,North America,Low,90,179,0.166,27.12,7.43,1,5
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Bored,AI-Integrated TV,Movies,Europe,Medium,82,165,0.1954,23.05,9.02,2,2
TikTok,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Gaming,Europe,Low,65,76,0.1334,27.25,6.13,5,9
Disney+ AI,Ad-Supported,Personalized Story Ending,Stressed,AI-Integrated TV,Movies,North America,Low,65,219,0.3595,26.74,6.71,11,10
Disney+ AI,Standard,Real-time Voice Dubbing,Bored,Apple Vision Pro,Shorts,Asia Pacific,Medium,56,43,0.159,4.45,8.68,1,5
Netflix,Ad-Supported,Real-time Voice Dubbing,Anxious,Smart Glasses,Movies,North America,Medium,68,95,0.1157,34.99,7.3,40,5
Netflix,Standard,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Shorts,North America,Low,81,110,0.1504,5.89,6.51,1,4
YouTube,Premium AI-Plus,Personalized Story Ending,Happy,Foldable Phone,Shorts,Europe,High,83,97,0.2564,10.48,4.05,1,7
Netflix,Standard,Personalized Story Ending,Bored,Foldable Phone,Education,North America,Low,85,60,0.3127,6.52,10.0,43,5
YouTube,Ad-Supported,Virtual Background Sync,Bored,Apple Vision Pro,Movies,Asia Pacific,High,54,145,0.0435,5.17,8.41,1,3
TikTok,Ad-Supported,Virtual Background Sync,Happy,AI-Integrated TV,Movies,Middle East & Africa,Medium,42,40,0.1567,31.19,9.6,25,3
Netflix,Ad-Supported,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Education,Europe,High,50,169,0.5864,30.78,7.94,1,10
YouTube,Premium AI-Plus,AI-Generated Summary,Energetic,Apple Vision Pro,Gaming,Europe,Low,91,124,0.2612,31.79,10.0,1,12
Apple TV+,Premium AI-Plus,Mood-Based Playlist,Anxious,Foldable Phone,Gaming,North America,High,89,99,0.3509,30.32,9.93,5,6
YouTube,Ad-Supported,Personalized Story Ending,Bored,AI-Integrated TV,Gaming,Europe,High,59,131,0.2711,17.35,7.04,4,7
Netflix,Ad-Supported,AI-Generated Summary,Stressed,Foldable Phone,Shorts,North America,Medium,55,55,0.674,6.27,9.34,1,5
YouTube,Standard,Personalized Story Ending,Bored,AI-Integrated TV,Education,Europe,Low,75,120,0.1828,25.91,7.06,3,6
YouTube,Premium AI-Plus,AI-Generated Summary,Stressed,Apple Vision Pro,Movies,Europe,Low,48,98,0.3489,3.88,6.75,25,2
TikTok,Premium AI-Plus,Personalized Story Ending,Happy,Smart Glasses,Shorts,Europe,Medium,92,56,0.159,28.17,8.0,1,5
Prime Video,Ad-Supported,Personalized Story Ending,Energetic,Smart Glasses,Education,Asia Pacific,Low,83,106,0.6515,16.2,5.41,4,2
Disney+ AI,Premium AI-Plus,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Shorts,Asia Pacific,High,72,102,0.3031,15.19,8.63,22,3
Disney+ AI,Premium AI-Plus,Personalized Story Ending,Energetic,Foldable Phone,Education,North America,Medium,71,243,0.281,6.71,9.34,1,2
Netflix,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Movies,Middle East & Africa,Low,100,76,0.1417,20.89,7.21,4,4
Disney+ AI,Ad-Supported,AI-Generated Summary,Happy,AI-Integrated TV,Shorts,Asia Pacific,Low,66,87,0.1551,24.19,9.97,1,3
TikTok,Premium AI-Plus,Personalized Story Ending,Stressed,AI-Integrated TV,Education,Asia Pacific,Medium,68,105,0.1921,17.02,8.84,1,4
Netflix,Ad-Supported,Virtual Background Sync,Stressed,AI-Integrated TV,Movies,North America,High,99,135,0.455,25.14,6.27,52,7
YouTube,Premium AI-Plus,Personalized Story Ending,Energetic,AI-Integrated TV,Movies,North America,Medium,64,119,0.1056,19.83,6.47,1,5
YouTube,Standard,Personalized Story Ending,Bored,AI-Integrated TV,Movies,Asia Pacific,High,98,166,0.3703,33.74,7.04,40,8
Netflix,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Gaming,Asia Pacific,Medium,62,227,0.3469,16.39,10.0,2,1
TikTok,Standard,Real-time Voice Dubbing,Anxious,Apple Vision Pro,Gaming,Asia Pacific,Low,54,84,0.239,34.99,8.35,2,9
Disney+ AI,Premium AI-Plus,Virtual Background Sync,Happy,AI-Integrated TV,Shorts,Europe,High,85,125,0.2198,8.09,8.56,1,3
Netflix,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Movies,Europe,High,80,116,0.2838,12.63,5.01,10,3
Prime Video,Standard,Real-time Voice Dubbing,Bored,Foldable Phone,Shorts,North America,Medium,92,191,0.2829,34.99,6.47,2,5
Netflix,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Education,North America,Low,80,112,0.1012,23.71,6.17,7,3
Prime Video,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Shorts,Asia Pacific,Medium,91,160,0.3337,7.7,8.4,38,2
YouTube,Premium AI-Plus,AI-Generated Summary,Bored,Foldable Phone,Gaming,Asia Pacific,High,73,62,0.0706,15.43,9.93,3,9
YouTube,Standard,Mood-Based Playlist,Energetic,Apple Vision Pro,Movies,Europe,Medium,84,63,0.1163,4.5,8.41,7,2
TikTok,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Medium,82,36,0.0866,7.01,8.61,9,9
YouTube,Premium AI-Plus,Mood-Based Playlist,Energetic,Apple Vision Pro,Movies,Europe,Low,96,155,0.1851,31.99,7.54,1,8
Prime Video,Ad-Supported,Virtual Background Sync,Anxious,AI-Integrated TV,Shorts,Asia Pacific,Medium,79,127,0.3354,17.63,10.0,1,6
YouTube,Premium AI-Plus,Personalized Story Ending,Happy,Apple Vision Pro,Shorts,Asia Pacific,High,39,184,0.3571,4.02,4.32,1,3
Prime Video,Ad-Supported,Personalized Story Ending,Energetic,Apple Vision Pro,Movies,Asia Pacific,Low,87,128,0.2602,32.97,9.43,4,1
Netflix,Standard,Virtual Background Sync,Anxious,Smart Glasses,Movies,Middle East & Africa,Medium,93,76,0.4398,4.87,8.27,1,3
Netflix,Ad-Supported,Virtual Background Sync,Anxious,Foldable Phone,Gaming,Europe,High,74,89,0.1055,26.2,6.35,1,6
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Happy,AI-Integrated TV,Shorts,Europe,Medium,58,101,0.4342,5.41,8.59,1,7
YouTube,Premium AI-Plus,Virtual Background Sync,Anxious,AI-Integrated TV,Gaming,Middle East & Africa,Medium,69,90,0.3372,26.1,9.33,4,3
YouTube,Standard,Mood-Based Playlist,Bored,Apple Vision Pro,Movies,Middle East & Africa,Medium,91,82,0.335,4.37,4.34,1,6
Prime Video,Ad-Supported,AI-Generated Summary,Stressed,Foldable Phone,Movies,North America,Medium,78,116,0.2091,2.12,9.4,1,5
Prime Video,Standard,Personalized Story Ending,Happy,Foldable Phone,Movies,North America,Medium,92,122,0.0098,27.01,6.88,7,3
YouTube,Ad-Supported,AI-Generated Summary,Stressed,Smart Glasses,Gaming,Middle East & Africa,Low,95,108,0.3594,7.14,6.99,2,2
TikTok,Standard,Mood-Based Playlist,Bored,Apple Vision Pro,Movies,North America,Low,78,153,0.2508,22.02,5.55,12,8
Netflix,Standard,Virtual Background Sync,Energetic,AI-Integrated TV,Movies,Europe,Medium,24,40,0.2752,34.99,7.88,7,5
TikTok,Premium AI-Plus,Virtual Background Sync,Happy,Smart Glasses,Education,Asia Pacific,High,79,55,0.373,25.04,9.02,3,8
TikTok,Premium AI-Plus,AI-Generated Summary,Anxious,Apple Vision Pro,Movies,Latin America,Medium,55,188,0.2256,4.26,7.71,1,2
Prime Video,Standard,AI-Generated Summary,Stressed,Foldable Phone,Shorts,Middle East & Africa,Low,41,126,0.4728,3.35,8.83,9,7
Apple TV+,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Movies,Latin America,High,100,73,0.3964,34.99,7.95,1,3
Apple TV+,Ad-Supported,Personalized Story Ending,Stressed,AI-Integrated TV,Movies,North America,Low,55,188,0.1172,12.01,7.75,2,3
TikTok,Ad-Supported,Personalized Story Ending,Happy,Foldable Phone,Shorts,Asia Pacific,High,80,105,0.1317,12.18,9.08,1,2
Netflix,Ad-Supported,Mood-Based Playlist,Energetic,Foldable Phone,Shorts,Latin America,High,93,115,0.1893,23.82,7.78,34,2
YouTube,Ad-Supported,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,North America,Low,72,95,0.2785,21.16,8.93,1,3
YouTube,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Movies,Middle East & Africa,Medium,81,209,0.219,10.88,9.27,1,3
YouTube,Standard,Mood-Based Playlist,Bored,Foldable Phone,Movies,Middle East & Africa,High,38,129,0.0137,5.29,5.69,2,3
Disney+ AI,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Movies,Asia Pacific,Medium,74,121,0.2563,15.49,8.33,1,5
YouTube,Premium AI-Plus,Virtual Background Sync,Bored,AI-Integrated TV,Shorts,North America,High,76,91,0.1622,16.73,5.38,2,2
Prime Video,Ad-Supported,Mood-Based Playlist,Stressed,Foldable Phone,Shorts,Asia Pacific,High,74,84,0.414,15.04,8.16,1,5
Prime Video,Premium AI-Plus,AI-Generated Summary,Happy,AI-Integrated TV,Movies,Asia Pacific,High,42,168,0.1486,32.52,3.29,1,3
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,Latin America,Medium,89,127,0.2606,5.15,8.59,1,1
Apple TV+,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Movies,Europe,High,26,132,0.1536,13.5,7.08,7,5
YouTube,Premium AI-Plus,Personalized Story Ending,Stressed,Foldable Phone,Education,North America,Medium,94,109,0.3038,11.48,7.68,1,3
YouTube,Ad-Supported,Virtual Background Sync,Energetic,Foldable Phone,Gaming,Latin America,Medium,40,195,0.2892,6.12,4.57,68,3
Netflix,Premium AI-Plus,Personalized Story Ending,Stressed,Apple Vision Pro,Movies,Asia Pacific,High,50,146,0.2095,34.99,8.38,1,3
YouTube,Standard,Mood-Based Playlist,Anxious,Smart Glasses,Education,Middle East & Africa,High,55,100,0.1644,32.88,8.84,1,8
YouTube,Premium AI-Plus,Virtual Background Sync,Energetic,Apple Vision Pro,Gaming,Latin America,Medium,87,89,0.3197,11.63,8.1,1,8
Disney+ AI,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Education,North America,Medium,71,134,0.0765,16.84,9.69,1,6
Prime Video,Ad-Supported,Personalized Story Ending,Energetic,Foldable Phone,Movies,Middle East & Africa,High,79,77,0.3789,5.46,9.34,2,3
TikTok,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Movies,North America,Low,90,224,0.0166,27.63,9.61,2,2
TikTok,Premium AI-Plus,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,Asia Pacific,High,71,69,0.265,6.11,8.56,1,2
Disney+ AI,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,Asia Pacific,High,50,109,0.6466,12.44,8.53,18,5
Netflix,Premium AI-Plus,AI-Generated Summary,Energetic,Apple Vision Pro,Shorts,Asia Pacific,Low,72,131,0.2934,10.19,8.34,51,8
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Smart Glasses,Movies,Europe,Low,54,113,0.0321,11.39,6.16,3,3
TikTok,Premium AI-Plus,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Europe,High,55,160,0.3415,34.58,5.69,1,3
YouTube,Standard,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Shorts,Europe,Medium,59,42,0.147,21.59,10.0,1,5
TikTok,Standard,AI-Generated Summary,Stressed,Smart Glasses,Movies,Asia Pacific,Medium,67,244,0.0944,25.84,8.11,2,3
Disney+ AI,Premium AI-Plus,Virtual Background Sync,Bored,Foldable Phone,Shorts,Asia Pacific,Medium,51,5,0.0518,5.38,8.84,49,2
YouTube,Ad-Supported,Mood-Based Playlist,Energetic,Foldable Phone,Shorts,Asia Pacific,Low,84,179,0.1435,16.22,10.0,69,3
TikTok,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Gaming,North America,Medium,73,121,0.004,27.13,8.54,1,3
Disney+ AI,Standard,Mood-Based Playlist,Bored,Apple Vision Pro,Shorts,Asia Pacific,High,75,53,0.0761,7.97,9.19,1,3
YouTube,Ad-Supported,Mood-Based Playlist,Anxious,Foldable Phone,Education,Middle East & Africa,Low,79,37,0.0835,2.38,7.71,3,1
TikTok,Standard,Mood-Based Playlist,Stressed,AI-Integrated TV,Movies,Asia Pacific,Medium,99,110,0.1437,34.99,7.17,1,5
YouTube,Premium AI-Plus,Virtual Background Sync,Energetic,Foldable Phone,Gaming,North America,Medium,91,148,0.115,24.44,7.02,2,3
Netflix,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Movies,Middle East & Africa,Medium,66,106,0.1583,34.99,9.18,37,3
TikTok,Standard,Virtual Background Sync,Stressed,Smart Glasses,Gaming,North America,Medium,72,98,0.0895,20.95,9.49,1,5
Apple TV+,Standard,Mood-Based Playlist,Stressed,Foldable Phone,Education,Europe,Low,55,167,0.3191,14.38,9.55,19,4
Netflix,Standard,AI-Generated Summary,Bored,Apple Vision Pro,Movies,Asia Pacific,Medium,52,81,0.0745,16.67,5.68,1,10
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Anxious,Apple Vision Pro,Shorts,North America,Medium,78,58,0.4279,16.65,9.57,1,4
